symbol,Business Content
LSPD,カナダのソフトウェア企業
LSTR,統合輸送管理ソリューションのアセットライト型プロバイダー
LTBR,米国の原子力エネルギー会社
LTCH,ハードウェアおよびソフトウェアソリューションを提供
LTH,フィットネススタジオ、プール、テニスコート、スパ、子供用学習スペース等を提供。
LTHM,リチウム化学物質を生産し、販売している会社。
LTRN,米国のバイオテクノロジー企業
LTRPA,多角経営の持株会社。米国にて法人化。
LTRPB,オンライン旅行サイトを提供している米国の企業
LTRX,ネットワーク・デバイスサーバーの設計、開発、販売会社
LUB,米国のレストラン運営会社
LULU,カナダのスポーツ衣料SPA
LUMN,総合通信会社
LUMO,癌の免疫療法剤に特化した生物医薬品企業
LUNA,光ファイバーの試験用製品や航空宇宙・自動車産業向けに光ファイバーセンサーも販売している光学製品メーカー。
LUNG,米国の医療機器メーカー
LUV,米国の格安航空会社
LVO,ライブ音楽や音楽関連ビデオのオンデマンド・コンテンツの制作・配信に従事
LVS,カジノリゾート、コンベンションセンターの開発経営会社
LW,子会社を通じて、冷凍ポテト製品の製造・供給を手掛けている持株会社。
LWAY,プロバイオティック・培養・機能性乳製品及び非乳製品健康食品の生産をしている企業
LX,主にオンライン直販サービス及びオンライン消費者金融サービスを提供。
LXRX,遺伝子ノックアウト技術等を用いた治療法の発見と開発に従事するバイオ医薬品会社
LXU,化学と温度制御関連事業を展開する米国の持株会社
LYB,プラスチック製品、化学製品、燃料製品の製造会社
LYFT,米国で事業を展開している配車サービス会社。
LYRA,耳鼻咽喉科疾患の患者向け治療薬を開発する製薬会社
LYTS,米国の照明設備関連メーカー
LYV,イベント企画会社
LZ,ビジネスの形成、企業の変更、申請、ビジネス・コンプライアンス、商標、特許、著作権、その他の法的サービスを提供。
LZB,米国の家具輸入・販売会社
M,米国の大手百貨店
MA,クレジットカード大手
MACK,バイオ 医薬品会社
MAN,世界で事業を展開している非政府系の就職支援会社。
MANH,サプライチェーン向けITソリューション提供企業
MANT,米国政府向けに国家安全保障サービスを提供しているテクノロジー企業
MANU,イギリスでプロサッカークラブを運営
MAPS,大麻及び関連する健康とウェルネス産業に焦点を当てるブランクチェックカンパニー。
MAR,マリオット、リッツカールトンなどのブランドホテルを世界展開
MARA,ビットコインセルフマイニング大手
MARK,国際的なデジタルメディア企業
MAS,住宅リフォーム・建築用品メーカー
MASI,米国の医療技術企業。
MASS,質量分析装置を製造している企業
MAT,玩具メーカー
MATW,追悼・記念製品やブランドのソリューションを手がける米国企業
MATX,北米市場で運輸および物流に従事する物流会社。
MAX,リアルタイムでシステムを通じて保険会社と顧客を結びつけるサービスを提供する企業
MAXN,再生可能エネルギー機器を製造
MAXR,カナダのIT・ソフトウェア企業
MBCN,米国の銀行持株会社
MBI,クレジットプロテクションを手掛ける金融保証会社
MBII,バイオ商品を生産している企業
MBIN,米国の銀行持株会社
MBIO,癌の免疫療法に注力する臨床段階のバイオ医薬品会社
MBOT,学界と産業界のための幹細胞治療薬や関連ツールと技術の研究・開発・商品化に従事
MBRX,米国のバイオ医薬品企業
MBUU,米国のマリンスポーツボードメーカー
MBWM,銀行持株会社
MC,米国の独立系投資銀行
MCB,米国の銀行持株会社
MCBC,米国の銀行持株会社
MCBS,米国の韓国系銀行持株会社
MCD,世界的ファーストフードチェーン
MCF,石油・天然ガス企業
MCFE,デバイスからクラウドまでを保護するサイバーセキュリティ企業
MCFT,米国のスポーツボート製造持株会社
MCG,グローバルな会員制プラットフォームを提供
MCHP,制御関連製品およびアプリケーションの設計、製造、販売に従事
MCHX,米国のモバイル広告ソリューション会社
MCK,医薬・医療品卸およびサービス会社
MCO,米国の大手格付け機関
MCRB,米国のマイクロバイオーム治療法プラットフォーム開発企業
MCRI,米国のカジノリゾート会社
MCS,映画館事業、ホテル・リゾート事業
MCW,車の外装と内装のクリーニング・サービスを提供。
MCY,自動車保険引受会社。主にカリフォリニア州で代理店と通じて個人向け自動車保険の販売を手掛ける。
MD,子会社を通して病院を対象に新生児、母体・胎児、小児循環器、小児集中治療などの分野で専門サービスを提供している院内業務管理サービスの持株会社。
MDB,オープンソースのデータベースを開発・提供している会社
MDC,子会社を通じて、RichmondAmericanHomesブランドの住宅を建設・販売している住宅建設会社。
MDGL,バイオ医薬品会社
MDLA,企業向けにカスタマーエクスペリエンス管理システムを提供している会社。
MDLZ,オレオやナビスコなどの世界的なスナック菓子メーカー
MDP,総合メディア会社。
MDRX,臨床ソフトウエアを開発･販売する医療関連ソフトウエア会社
MDT,医療・健康関連機器メーカー
MDU,建設資材の販売と請負事業を行う
MDVL,筋肉増強効果がある栄養サプリなどの発見、開発、販売に従事している会社
MDWD,バイオ医薬品企業
MDWT,生命保険商品の引受・販売を行っている米国の金融持株会社
MDXG,人間の羊膜から回生生体材料製品を製造、統合された開発、製造およびマーケティングに従事
ME,米国および西ヨーロッパの消費者向け産業に焦点を当てるブランクチェックカンパニー。
MEC,米国の車・建設・アフターマーケット部品の委託製造会社
MED,体重管理と疾病管理製品及び他の健康・ダイエット製品の生産販売をしている会社
MEDP,臨床試験受託企業
MEDS,製薬業界に企業間取引のウェブベースプラットフォームを提供する会社
MEG,テレビ局などを運営する米国のマルチメディア会社
MEI,米国の電気機械装置メーカー
MEIP,米国の腫瘍専門の医薬品メーカー
MELI,南米で事業を行うアルゼンチンのEコマース会社
MEOH,自動車のフロントガラス洗浄液など消費者製品用のメタノールを製造
MERC,カナダのパルプ製造会社。
MESA,米国の地域航空旅客・貸物サービス持株会社。子会社を通じて、旅客や貨物の定期便運航サービスを提供している。
MET,生命保険を中心に総合金融サービスを提供
METC,米国の石炭採掘会社
METX,オンラインの教育サービスを提供
MF,分散型ミニ倉庫(DMW)モデルを考案し、オンライン・オフライン統合型のオンデマンド小売事業を展開。中国で生鮮食品や日用消費財を提供。
MFC,カナダの大手保険会社
MFIN,特殊金融会社。タクシーの営業免許証、関連資産の購入および、劣後ローン、消費者ローンを提供。
MG,エンジニアリング・サービス企業
MGA,カナダの自動車システム・メーカー
MGEE,エネルギー事業を展開する米国の持株会社
MGI,1940年設立の決済サービス会社。代理店や金融機関を通じて個人、法人向けの決済サービスを手掛ける。国際送金事業、フィナンシャルペーパープロダクト事業を行う。
MGIC,アプリケーションプラットフォームとシステム連携ソリューションのプロバイダー
MGLN,行動療法専門のヘルスケアサービス会社。
MGM,ホテル、カジノの経営会社
MGNI,米国のインターネット広告関連事業者
MGNX,自己免疫疾患、がん、感染症の治療薬を専門とする生物製剤の新薬開発会社。
MGPI,米国の蒸留製品製造持株会社。
MGRC,再配置可能なモジュール式の建物、電子試験装置、及び液体・固体貯蔵タンク等の企業間のレンタル事業会社
MGTA,米国の臨床段階のバイオテクノロジー会社
MGTX,米国（ケイマン籍）のバイオ医薬品企業。遺伝子治療製造および形質転換遺伝子制御技術を提供している。
MGY,石油およびガスの探査・生産会社。
MHH,IT人材派遣を行っている米国の企業
MHK,カーペットやセラミ ックタイルなどの床製品メーカー
MHO,米国の住宅建設会社
MIC,各種インフラ事業の保有、経営、投資に従事するインフラ投資会社。
MICT,持株会社。子会社を通じて、モバイルコンピューティング・ソリューションの設計、開発、製造、および販売を手掛ける。
MIDD,Marshall、Southbendブランドの厨房機器メーカー
MILE,マイル単位で計算する自動車保険を提供する米国の保険会社
MIME,英国(ジャージー島籍)のIT企業。クラウドベースのデータ保護、電子メールのセキュリティーなどITに関わるリスク管理サービスを提供する。
MIRM,胆汁うっ滞性肝疾患治療薬を開発するバイオテクノロジー企業
MIRO,人間の臓器をバイオエンジニアリングする技術の開発に注力するライフサイエンス企業。
MIST,バイオ医薬品企業
MITK,書類画像処理業界を対象に、文字認識技術・製品・サービスを提供しているソフトウエア会社。
MITO,ミトコンドリア機能障害を伴う疾患の新規治療法の発見、開発、及び商品化に焦点を当てた臨床段階のバイオテクノロジー企業。
MKC,調味料メーカー
MKFG,金属製および連続炭素繊維製のプリンターを提供。
MKL,ニッチ分野の特殊保険会社
MKSI,1961年設立、半導体と類似産業の製造工程におけるガスの制御・分析に使用される機器を製造する。製品はフラットパネルディスプレー、光ファイバーケーブル等に利用される。
MKTX,機関投資家向け社債及び他の種類の確定利付証券を取引できる電子取引プラットフォームの運営をしている企業
MKTY,米国の計測機器メーカー
ML,モバイルバンキングアプリを提供
MLAB,米国の電子計測機器メーカー
MLHR,オフィス内装、家具システム、製品、およびサービスの研究、設計、製造、販売を手掛けているオフィス家具メーカー。
MLI,真鍮、銅、プラスチック、アルミ製品などを製造・販売しているメーカー。
MLM,高速道路、インフラ整備、商業施設、住宅用資材を提供する建設用骨材メーカー
MLNK,ソフトウェア開発会社。
MLP,不動産開発会社
MLR,車両牽引および回収装置のメーカー
MLVF,米国の銀行持株会社
MMAT,機能性材料とナノコンポジット製品の開発に従事。
MMC,コンサルタント サービス会社
MMM,化学中心の大手複合企業
MMS,米国の州・地方政府にサービスを提供するプログラム管理・コンサルティング会社。
MMSI,米国の医療機器製造業者
MMYT,インドのネット旅行代理店
MN,米国での投資運用商品やサービスを提供している会社
MNDT,マルウェアやスパイウェア対策のセキュリティソフトメーカー
MNDY,チームが1つのデジタルワークスペースでプロセス、プロジェクト、ワークフローを実行できるようにするプラットフォームである運用システムmonday.comを提供。
MNKD,糖尿病、がん、炎症、自己免疫疾患などの治療薬の開発、商業化に注力しているバイオ医薬品メーカー。
MNMD,依存症や不安障害などの精神疾患向けの治療法の発見、開発に従事する臨床段階のバイオテクノロジー企業。
MNOV,2000年設立のバイオ医薬品メーカー。喘息、慢性閉塞性肺疾患、進行型多発性硬化症、固形がんなどの治療向けに低分子医薬品の獲得・開発を手掛ける。
MNPR,米国のバイオ医薬品会社
MNRL,石油・ガス鉱物採掘を行う米国のエネルギー会社
MNRO,米国東部の自社店舗で自動車底部の修理とタイヤサービスを手掛ける自動車修理チェーン店
MNSB,米国の銀行持株会社
MNST,栄養ドリンクやフルーツジュースを扱う飲料メーカー
MNTK,米国の再生可能エネルギー企業
MNTS,宇宙空間での輸送サービスを提供する米国の宇宙インフラ企業。
MNTV,米国のソフトウェア企業。
MNTX,米国の重機器物流会社
MO,たばこ・食品大手
MOD,熱伝導・蓄熱テクノロジー製品メーカー。
MODN,生命科学・テクノロジー業界にサービスを提供している管理ソリューションの提供会社。
MODV,政府支援の社会サービスと非緊急輸送サービスを提供・管理。
MOFG,米国の銀行持株会社
MOH,健康保険サービスを提供するマネージドケア・サービス会社。
MORF,アルツハイマー病や変性疾患の治療薬の開発を行うバイオ医薬品企業
MORN,投資情報サービスを提供
MOS,肥料の製造・販売会社
MOSY,半導体産業および電子製品製造業で使用されるメモリー・テクノロジーの設計、開発を行うテクノロジーメーカー
MOV,時計メーカー。北米、西欧、東アジアで複数のブランドの時計を販売。
MOXC,ソーシャルメディア・アプリ開発会社
MP,米国へのレアメタル供給に重点を置いている企業
MPAA,乗用車とトラック向けステアリング部品、ブレーキ、マスター･シリンダー、油圧製品を製造販売
MPB,米国の銀行持株会社
MPC,石油の精製・輸送・販売に従事
MPLN,ヘルスケア業界にデータ分析とコスト管理ソリューションを提供する企業
MPWR,世界で事業を展開する電力ソリューションの設計・開発会社。
MPX,米国のモーターボートメーカー
MQ,クラウドベースのオープンアプリケーションプログラムインターフェースプラットフォームであるマルケタプラットフォームを運営する。
MRAM,アプリケーション向けの離散･組込磁気抵抗メモリの設計･製造･配送に従事する米国を拠点とする会社。
MRBK,米国の地方銀行
MRC,パイプ、バルブ、金具を販売
MRCY,リアルタイム・デジタル信号処理システムの設計、製造、販売を手掛けコンピュータ・システム・メーカー。
MRIN,オンライン広告管理プラットフォームサービスを提供する企業
MRK,大手製薬会社
MRKR,米国のバイオ医薬品企業
MRLN,子会社を通じて主に中小企業向けに複写機などを提供している米国の銀行持株会社
MRNA,臨床試験段階のバイオテクノロジー会社。
MRNS,重度の神経障害・精神障害に対する治療薬の開発、商品化を手掛ける医薬品メーカー。
MRO,総合石油会社
MRSN,バイオテクノロジー会社
MRTN,温度管理輸送業者
MRTX,バイオ医薬品会社
MRVI,大手ライフサイエンス企業
MRVL,バミューダ籍の集積回路（IC）メーカー
MS,大手証券金融サービス会社
MSA,人々や設備を保護するための安全用品の開発、製造、販売を手掛ける安全用品メーカー。
MSBI,子会社を通じ、商業貸付、住宅ローン、資産運用等、従来の地域銀行業務及びその他金融サービスを提供している企業
MSCI,投資顧問会社
MSEX,水道事業を手掛けている会社
MSFT,ソフトウェア・情報処理サービス
MSGE,スポーツ等のライブストリーミング配信を提供
MSGM,レーシングビデオゲームとeスポーツ大会を提供する米国企業
MSGN,スポーツ・娯楽サービス会社。
MSGS,スポーツ・娯楽・メディア会社。スポーツ・フランチャイズを保有・運営。
MSI,ネットワーク機器大手
MSM,製造業者へ製品修理用の部品などを提供
MSN,テレビ、その他のビデオ製品、電子レンジ、時計、ラジオ、オーディオ、ホームシアター製品の設計・販売・ライセンス供与を手掛ける。
MSON,米国の超音波手術装置メーカー
MSP ,ソフトウェアを設計・開発している会社
MSTR,ビジネス・インテリジェンス・ソフトウエアと関連サービスを提供しているソフトウエア会社。
MTB,銀行持株会社
MTBC,米国の医療情報技術会社
MTCH,お見合いサイトやアプリを運営している会社
MTCR,バイオ医薬品企業
MTD,重量測定機器メーカー
MTDR,米国の独立系エネルギー会社
MTEM,バイオテクノロジー企業
MTEX,医薬品メーカー
MTG,米国の住宅ローン関連持株会社
MTH,米国の住宅建築会社
MTN,山岳リゾート施設や都市のスキー場などを運営などを手掛ける米国の持株会社。
MTOR,米国の自動車部品メーカー
MTRN,子会社を通じて、高機能加工素材を製造、販売している加工素材メーカー。
MTRX,石油、ガス、電力、石油化学、工業、鉱山・鉱物市場向けにエンジニアリングを提供している会社
MTSI,無線・有線アプリケーション用アナログ半導体ソリューションを提供している企業。
MTTR,スペースの設計、構築、運用、宣伝、および理解に使用する空間データを提供。
MTW,クレーン、食品サービス機器などの製造のほか、造船なども行う多様な工業製品メーカー
MTX,米国の鉱物資源処理関連企業
MTZ,公益事業と通信事業のインフラ建設、敷設、保守、改良を手掛ける専門工事会社。
MU,半導体メモリー大手
MUR,国際的な石油、ガスの採掘・精製・ 販売会社
MUSA,石油の小売などを手掛ける会社
MUX,北・中南米で事業展開するカナダの鉱業会社
MVBF,米国の銀行持株会社
MVIS,超小型ディスプレーおよび画像エンジンを開発するソフトウエア会社。
MVST,電気自動車のバッテリーを供給する会社。
MWA,水の伝送・配送・測定に使用される製品の生産販売
MX,混合シグナルとデジタル・マルチメディア用半導体の製造会社
MXC,米国にある天然ガスおよび石油の探査などを行う米国企業
MXCT,米国の遺伝子導入装置メーカー。
MXL,設計に特化した米国の半導体メーカー
MYE,米国のポリマー製品製造会社
MYFW,米国の金融サービス持株会社
MYGN,分子診断製品の開発・製造会社
MYO,麻痺または衰弱した腕や手のために電動アームブレースを開発および販売している米国の医療用ロボット会社
MYOV,バミューダ籍のバイオ医薬品企業。
MYRG,米国の電力インフラ市場向けにサービスを提供する請負業者
MYTE,電子商取引プラットフォームを提供するドイツを拠点とする会社。
NABL,監視、セキュリティ、ビジネス管理のソリューションを提供。
NAII,米国の栄養補助食品メーカー
NAK,鉱物探査事業に従事している会社
NAKD,アパレルと水着の会社
NAOV,医療器械会社。
NAPA,高級ワインメーカー
NARI,医療機器メーカー
NAT,バミューダ籍のタンカーの会社。
NATH,｢ネイサンズ｣の名前でフランチャイズレストランを経営している外食産業企業
NATI,エンジニア、科学者向け計測機器メーカー
NATR,米国で栄養補助食品を製造、販売している会社
NAVB,精密診断薬の開発と商業化に焦点を当てたバイオ医薬品会社
NAVI,連邦家族教育ローンプログラムにより保険・保証された教育ローンを保有
NBEV,飲料会社。健康飲料を中心に製造
NBHC,銀行持株会社
NBIX,神経性精神病などの疾患や障害の治療法を発見・開発している医薬品メーカー。
NBN,預金商品などを提供している米国の銀行持株会社
NBR,バミューダの原油・ガス掘削会社
NBRV,重篤な感染症を治療するための抗感染薬の商品化・開発を行う生物医薬品会社。
NBSE,米国のバイオ医薬品企業
NBTB,米国の金融持株会社
NC,子会社を通じ、石炭のほか小型家電と台所用品を販売している米国の持株会社
NCBS,米国の銀行持株会社
NCLH,英国(バミューダ籍)のクルーズ船運航持株会社。フリースタイルクルージングと呼ばれる形式を取り入れ、リゾートスタイルの雰囲気と食事を提供する。
NCMI,映画館やオンラインでの広告、及びプロモーションの上映を通して、デジタル映画館メディアネットワーク事業を展開している米国の持株会社
NCNO,金融機関向けのクラウドベースソフトウェアのグローバルプロバイダー
NCR,金融取引機器などのメーカー
NDAQ,ナスダック（米店頭株式市場）の運営会社
NDLS,米国で事業を展開しているレストランチェーン。
NDRA,医療機器メーカー。主に超音波技術の開発に従事する。
NDSN,消費財や工業製品の製造工程で接着剤やシーラント、コーティング剤を塗布するシステムを設計、製造、販売している企業。
NEE,クリーンエネルギー持株会社
NEGG,電子機器の販売を行う中国を拠点とする技術に焦点を当てる電子商取引会社。
NEM,金鉱業
NEO,癌に焦点を当てた試験所のネットワークを運営しているプロバイダ
NEOG,食品・家畜安全に特化した製品とサービスを開発、販売する安全性テスト用品メーカー
NEON,ユーザーインターフェースと光学赤外線タッチ技術をライセンス供与している会社
NEP,風力発電・太陽光発電・天然ガス事業等のプロジェクトの運営・買収などを行う会社
NEPH,米国の液体浄化装置メーカー
NEPT,バイオテクノロジー企業
NERV,バイオ医薬品企業
NESR,油田サービスを提供している英領バージン諸島籍の会社
NET,サイバーセキュリティ会社。
NETE,金融サービステクノロジーを提供する米国企業
NEU,燃料および潤滑油の添加物を開発、製造、混合する化学品メーカー。
NEWR,ソフトウェア・アナリティクス製品のSaaSプロバイダー
NEX,米国の油田・ガス田の掘削サービス会社
NEXA,鉱物資源産業を行うルクセンブルクを拠点とする会社。
NEXT,統合ガス産業における陸上ベースの液化天然ガス（LNG）プロジェクトおよび関連するパイプラインの開発に従事している会社。
NFBK,米国の銀行持株会社
NFE,天然液化ガス（LNG)供給会社。
NFG,天然ガスの総合会社
NFH,私立病院、外来クリニック、医療センターを運営。
NFLX,オンライン映画レンタルサービス会社
NG,金・銅鉱物の探査開発に携わる企業
NGD,自然資源の取得、探査、開発に従事する金鉱会社
NGM,非アルコール性脂肪肝炎（NASH)、２型糖尿病などの治療薬の研究をしている臨床段階のバイオ医薬品会社。
NGMS,ルクセンブルクを拠点とするソフトウェア会社
NGS,天然ガス産業向けに小・中型圧縮機器を提供する米国企業
NGVC,米国の食品会社
NGVT,接着剤、インク、石けん、洗剤、農薬、金属加工液、および潤滑油を提供する特殊化学品メーカー。
NH,医療機器の提供に従事している会社
NHC,高齢者の生活と在宅医療サービスを提供している会社
NHTC,米国の自然医薬品・化粧品販売会社
NI,天然ガス、電力などのエネルギー持株会社
NISN,バイオ医薬品などの開発や製造を行う中国の会社
NJR,エネルギーの小売・卸売会社。
NKE,スポーツ用品メーカー
NKLA,電気自動車や水素自動車などの設計・製造
NKSH,銀行持株会社
NKTR,臨床用のバイオ医薬品メーカ ー。
NKTX,ナチュラルキラー細胞に基づくがんの治療法を開発するバイオ医薬品メーカー
NL,米国の部品メーカー持株会社
NLOK,コンピューターウイルス対策ソフト
NLS,フィットネス製品メーカー
NLSN,視聴率調査などのメディアマーケティング会社
NLTX,癌や炎症性疾患の低分子治療薬の発見、開発に従事している企業
NMG,黒鉛採掘会社。
NMIH,米国の持株会社
NMRD,医療系テクノロジー企業
NMRK,米国の商業用不動産サービス会社
NMTR,「モンスター・デジタル」の商標名で電子家電、モバイル製品、アプリなどの開発・製造・販売に従事するIT企業
NNBR,精密金属部品のメーカー
NNI,教育関連サービス会社
NNOX,イスラエルの画像システムメーカー。主に医療用の画像システムの開発を行う。
NNVC,米国での抗ウイルス治療薬の発見、開発、商品化に取り組んでいる会社
NOC,国際的な軍事会社
NODK,米国の保険持株会社
NOG,独立したエネルギー会社
NOMD,冷凍食品を提供する会社
NOTV,米国の創薬・開発サービスを提供する企業
NOV,石油・ガスの採掘、生産機器メーカー
NOVA,米国のソーラーパネルメーカー
NOVN,一酸化窒素をベースとした製品の研究・開発・生産・販売に従事する後期臨床段階の製薬会社。
NOVT,精密フォトニック・コンポーネントとサブシステムの米国の製造会社
NOW,ITオペレーション用のオンデマンドソフトウェアを提供
NP,グローバルな製紙会社。
NPCE,てんかんに焦点を当てた商業段階の米国の医療機器会社
NPK,防衛機器、家庭用品、小型電気機器、吸収性製品を製造する多角的製造会社。
NPO,米国の工業用品メーカー
NPTN,フォトニック集積回路べースの光電子モジュールとサブシステムを設計、製造している企業
NR,米国の石油・ガス装置・サービス会社
NRBO,臨床段階のバイオ医薬品会社
NRC,米国の医療関連サービス会社。医療提供者や医療機関における患者、従業員、顧客保持率や患者との関わりを分析する。
NRG,発電会社
NRIM,Northrim Bankの銀行持株会社
NRIX,がんや免疫疾患の治療薬を開発
NRXP,臨床段階の製薬会社。
NSC,鉄道輸送サービス会社
NSIT,米国の情報技術(IT)サービス会社
NSP,人材派遣・ビジネス効率化サービス提供会社。
NSSC,米国のセキュリティー製品メーカー
NSTG,医療機器メーカー。遺伝子解析システムを開発・製造するほか、生命科学機器の開発も手掛けている。
NTAP,データストレージメーカー
NTB,バミューダ籍のコミュニティー銀行
NTCT,米国のソフトウェアプロバイダ
NTGR,米国のネットワーク機器製造会社
NTIC,防腐剤などを製造している企業
NTLA,遺伝子改変技術に取り組んでいる米国のライフサイエンス企業。
NTNX,企業のクラウド・プラットフォームを設計および開発するクラウド・ソリューション提供会社
NTP,中国の深センにおいて、不動産開発、管理事業を行う会社
NTR,カナダの化学品メーカー
NTRA,遺伝子疾患の管理に変化をもたらす自社の分子および生物情報学技術を持つ検査会社
NTRS,金融持株会社
NTUS,神経学ヘルスケア製品を手掛ける米国の医療機器メーカー。
NTWK,自社ソフトウェア製品を顧客向けに設計、開発、販売及び輸出している会社
NUAN,ソフトウエアメーカー
NUE,鉄鋼メーカー
NURO,糖尿病の神経学的合併症の診断と治療に従事する医療機器会社。
NUS,国際的な直販会社。 高品質のパーソナルケア製品および栄養補助食品の販売に注力する
NUVA,米国の医療機器メーカー
NUVB,バイオ医薬品会社。
NUVL,前臨床段階のバイオ医薬品企業で、癌患者のための正確な標的治療薬の開発に注力。
NUWE,医療機器関連企業
NUZE,自社ブランドコーヒーをオンライン等で販売している会社
NVAX,臨床開発に注力するバイオ医薬品会社
NVCN,心臓、血管、および一般外科市場向けに医療機器を開発、製造、販売している米国の医療機器メーカー
NVCR,英国(ジャージー島籍)のがん治療機器メーカー。がん治療の新型テクノロジーの研究・開発を手掛ける。
NVDA,ゲーム機器用半導体メーカー
NVEC,米国の電子部品メーカー
NVEE,コンサルティングソリューションを提供している米国のエンジニアリング会社
NVGS,ハンディサイズ型の液化ガス輸送船の所有、運営
NVIV,バイオテクノロジー研究会社
NVMI,半導体生産プロセスに使用される計量システムの設計・製造・販売、並びに統合型プロセス制御計量システムの設計・開発
NVNO,米国の医療機器会社。
NVO,医薬品の発見・開発・製造・マーケティングに従事するヘルスケア会社
NVR,住宅建設会社
NVRO,腰痛等の鎮痛剤を開発する医薬品会社
NVST,米国の歯科製品会社。
NVT,アイルランドの電気機器メーカー持株会社
NVTA,米国で遺伝子検査および遺伝子ネットワーク・サービスを提供する企業。
NVTS,半導体製造を行う会社。
NVVE,複数のEVバッテリーを仮想発電所にリンクし、電力網に双方向サービスを提供できるV2Gテクノロジーを提供するグリーンエネルギー技術会社。
NWBI,金融（銀行）
NWE,北中西部および北西部の電力・天然ガス会社。
NWFL,米国の銀行持株会社
NWHM,米国の住宅建設会社
NWL,消費者向けブランド品メーカー
NWLI,米国の生命保険会社
NWN,米国の天然ガス会社。
NWPX,米国の溶接鋼管メーカー
NWS,国際的メディア企業、主に新聞・出版事業
NWSA,新聞、雑誌、書籍、折込広告などの出版物を提供する出版事業運営会社
NX,米国の建設資材メーカー
NXGN,ヘルスケア情報システムメーカー
NXPI,オランダの半導体とソフトウエア等を設計する企業
NXST,テレビ局の買収、制作、運営に注力するテレビ放送会社。
NXTC,米国の主に癌や免疫関連疾患等のバイオ医薬品会社
NXTD,モバイルデバイスにセキュリティーソリューションを提供している会社
NYCB,ニューヨークを拠点とする銀行
NYMX,バイオ医薬品会社
NYT,ニュースと娯楽コンテンツを提供する。メディア会社。日刊新聞の発行およびウェブサイトの運営に従事。ニュースと娯楽コンテンツを提供する。
OB,オンラインコンテンツマーケティングプラットフォームを提供。
OBCI,米国の特殊洗浄剤メーカー
OBNK,米国の銀行持株会社
OBSV,妊娠から出産までの女性の生殖に関する健康を治療するための経口化合物を開発。
OC,住宅用・商業用建築資材、ガラス繊維強化材などを製造する建築資材メーカー
OCDX,グローバルな臨床検査室に体外診断製品とサービスを提供している持株会社
OCFC,米国の銀行持株会社
OCG,中国の持株会社。子会社を通じて、オンラインでの収集品と美術品の電子商取引サービスを提供
OCGN,臨床試験段階のバイオ医薬品会社。
OCN,住宅・商業用モーゲージの処理等の多角金融サービス持株会社
OCUL,バイオ医薬品会社
OCUP,開発段階のバイオ医薬品会社
OCX,分子診断技術会社。
ODC,吸着製品の開発・製造・マーケティングをしている会社
ODFL,消費者製品や繊維製品、資本財などの小型一般貨物を主に輸送している地域内外向け貨物輸送会社。
ODP,北米、欧州､アジア、中央アメリカで事業を展開する事務用品ウエアハウス・ストア
ODT,米国の医薬品企業。
OEC,カーボンブラック製造会社
OEG,多様なエネルギーインフラサービス・プラットフォームを作成するための革新的な企業の買収、開発に特化する。
OESX,エネルギー管理システムの設計、製造、敷設に従事
OFG,プエルトリコの金融サービス会社
OFIX,医療機器メーカー。
OFLX,米国のフレキシブル金属管メーカー
OG,中国及びアジア全体でフレッシュ・ファッショナブル・フューチャーブランド製品のマーケティングと流通を行う
OGE,電力会社
OGEN,口腔衛生技術の発見、開発、商業化に従事している会社
OGI,医療用マリファナ認可生産者。子会社を通じて、患者の症状に合わせた特定医療用マリファナを製造。
OGN,医薬品を供給する会社
OGS,パイプラインでの天然ガスの輸送等に従事
OI,ガラス容器メーカー
OII,ガス・石油田へのサービス提供に従事
OIS,石油・ガス採掘生産企業に宿泊サービスやベアリング、クレーン等の製品を提供
OKE,天然ガスを中心としたエネルギー会社
OKTA,アプリケーション・ソフトウエア開発会社。自動化ユーザー管理、統合、モバイルID、マルチファクター認証等のソフトウエアを提供する。
OLED,フラットパネルディスプレイのインフラ整備に従事
OLLI,米国のディスカウントショップ・チェーン企業。ブランド製品を割引価格で提供している。
OLMA,乳がんに関する標的療法の発見、開発、商品化に焦点を当てているバイオ医薬品企業
OLN,化学品と弾薬のメーカー。
OLO,レストラン向けのオンラインおよびモバイル注文システムの開発を行う企業
OLPX,シャンプーなどのヘアケア製品の製造および小売に従事。
OM,主に腎不全のための透析装置を開発
OMC,大手広告代理店持ち株会社
OMCL,ヘルスケア施設に対し診療インフラと仕事の流れの自動化を組み合わせたソリューションを提供。
OMER,臨床段階のバイオ医薬品会社
OMEX,米国の海底探査会社
OMF,子会社を通じ、個人向けローン、自動車ローンを提供する。米国で事業を展開する持株会社。
OMGA,開発段階にあるバイオ医薬品企業。
OMI,医薬品・手術用備品会社。米国で、病院、総合保険医療システム、グループ購入機関向けに商品を提供。
ON,半導体メーカー
ONB,クレジットカード発行などの事務処理サービス等を手掛ける銀行持株会社
ONCS,ハイブリット素子と遺伝子療法のバイオテクノロジー会社
ONCT,バイオ医薬品会社
ONDS,ソフトウェア無線（SDR）を設計、開発、製造、販売、およびサポートしている企業
ONEM,米国の診療サービス企業
ONEW,レクリエーションボートの販売、修理を行う米国の会社
ONON,超軽量で伸縮性のある素材やアクセサリーが特徴のフットウェアとスポーツアパレルを提供。
ONTF,クラウドベースのWebキャストや仮想通信ソリューションを提供しているソフトウェア企業
ONTO,自動膜厚測定装置およびプロセスマシーンへのインテグレーション装置を製造、販売する半導体検査装置メーカー。
